package,experiment,run_id,experiment_id,system,workload,size,mode,implementation_mode,target_mhz,status,validation_pass,first_output_cycles,completion_cycles,tokens_checked,lut,ff,dsp,bram_18k_equiv,bram_36k,bram_18k,uram,wns_ns,tns_ns,achieved_ns,hls_wall_s,hls_sum_job_s,vivado_total_s,synth_s,place_s,route_s,unrouted,roles,instances,report_paths,failure_reason,numeric_semantics,array_shape,steady_interval_cycles,total_wall_s,axi_masters,axi_width_bits,autosa_command,variant,tiles_per_launch,tile_interval_cycles,launch_interval_cycles,last_output_cycles,first_output_cold_cycles,completion_cold_cycles,cosim_latency_min,cosim_latency_avg,cosim_latency_max,cosim_interval_min,cosim_interval_avg,cosim_interval_max,cosim_wall_s,vcd_wall_s,top_port_bits,numeric_validation,provenance,notes,vivado_synth_s,source_agent,build_dir,build_state,collected_at,run_total_wall_s,gen_s,csim_s,cosim_s,export_s,wrapper_synth_s,opt_s,phys_opt_s,cosim_total_cycles,cosim_latency_cold_launch0,cosim_interval_cold_launch0,vcd_latency_warm,vcd_first_output_cold_launch0,vcd_latency_cold_launch0,vcd_last_output_warm,output_beats_per_launch,first_output_method,hls_est_period_ns,hls_est_latency_cycles,hls_est_lut,hls_est_ff,hls_est_dsp,hls_est_bram18k,hls_est_uram,cp_post_synth_ns,cp_post_impl_ns,timing_met,nets_with_routing_errors,srl,clb,pe_count,tiles_folded,output_stationary,tb_seed_results,axi_data_widths,transforms_streamed,interface,unroll_factor,transform_size,config,ordering,stimulus,seeds,transforms_completed,max_abs_error,max_norm_error,run_by,reps,launches_per_block,device_kernel_s_mean,device_kernel_s_best,transfer_s_mean,pack_s_mean,host_math_s_mean,wall_s_mean,hybrid,array_size,weight_mode,reorder_program,tiles,cycles_per_tile,source,design,workers,projects,repetitions,completed_jobs,timed_out_repetitions,completed_jobs_when_timed_out,timeout_s,frontend_s_median,hls_wall_s_median,hls_wall_s_min,hls_wall_s_max,hls_sum_job_elapsed_s_median,cpu_s_median,load_start,M,d,groups,dsp_count,cycles_per_query_row,kind,in_paper_table,hls_design_lines,spmw_design_lines,ratio_design,hls_config_lines,spmw_config_lines,hls_test_lines,spmw_test_lines
e2_fft/allo,E2,allo-strided_n256_raw_pnr,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)","256-point radix-2 complex FFT (one fft kernel instance with its m_axi/s_axi adapters, out-of-context)",,,pnr_ooc,300,ok,,,,,5003,8009,20,6,0,6,0,0.571,0.0,,370,,,132,204,38,0,,,allo/reports/allo-strided_n256_raw_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,423,,,,,,,,,,,,,,,,,,,,,,"opt 12 s, phys_opt 2 s; 0 failing of 18246 endpoints; WHS 0.021 ns; routable nets 11896, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; wrap_io=False: kernel loops access m_axi directly",,256,strided_fft FFT_SIZE=256 wrap_io=False,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n256_wrap_cosim,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)",256-point radix-2 complex FFT; 6 kernel calls back-to-back (one transform per call),,,cosim,300,ok,True,,26261,,,,,,,,,,,,200,,,,,,,,,"allo/reports/allo-strided_n256_wrap_cosim,allo/validation/allo-strided_n256_wrap_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,26220.0,,,,,,,,,,,,,,,,,,,,,,,"Vitis cosim transaction report: per-call latency [26261, 26219, 26219, 26219, 26219, 26219] (ap_start to ap_done via s_axi_control), call intervals [26262, 26220, 26220, 26220, 26220]; calls do not overlap; first_output_cycles not observable (results are written back to m_axi by the store stage at the end of the call); per seed: seed 0: pass (2 transforms, max abs err 3.78e-06), seed 1: pass (2 transforms, max abs err 3.89e-06), seed 2: pass (2 transforms, max abs err 4.96e-06); RTL outputs compared in bit-reversed index order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,256,strided_fft FFT_SIZE=256 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 6 transforms = 2 per seed","0,1,2",6,4.959e-06,1.527e-07,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n256_wrap_cosim_lcg,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)",256-point radix-2 complex FFT; 4 kernel calls back-to-back (one transform per call),,,cosim,300,ok,True,,26261,,,,,,,,,,,,291,,,,,,,,,"allo/reports/allo-strided_n256_wrap_cosim_lcg,allo/validation/allo-strided_n256_wrap_cosim_lcg",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,26234.0,,,,,,,,,,,,,,,,,,,,,,,"Vitis cosim transaction report: per-call latency [26261, 26219, 26219, 26219] (ap_start to ap_done via s_axi_control), call intervals [26262, 26220, 26220]; calls do not overlap; first_output_cycles not observable (results are written back to m_axi by the store stage at the end of the call); 4 transforms checked; RTL outputs compared in bit-reversed index order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,256,strided_fft FFT_SIZE=256 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order","transform 0 = HP-FFT shipped test signal, transforms 1..3 = LCG(0x12345678) U[-1,1)",,4,9.707e-06,1.273e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n256_wrap_pnr,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)","256-point radix-2 complex FFT (one fft kernel instance with its m_axi/s_axi adapters, out-of-context)",,,pnr_ooc,300,ok,,,,,4422,7646,16,10,2,6,0,0.671,0.0,,291,,,139,217,40,0,,,allo/reports/allo-strided_n256_wrap_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,445,,,,,,,,,,,,,,,,,,,,,,"opt 13 s, phys_opt 1 s; 0 failing of 17850 endpoints; WHS 0.019 ns; routable nets 11246, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,256,strided_fft FFT_SIZE=256 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n512_raw_cosim,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)",512-point radix-2 complex FFT; 4 kernel calls back-to-back (one transform per call),,,cosim,300,ok,True,,145772,,,,,,,,,,,,554,,,,,,,,,"allo/reports/allo-strided_n512_raw_cosim,allo/validation/allo-strided_n512_raw_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,145745.0,,,,,,,,,,,,,,,,,,,,,,,"Vitis cosim transaction report: per-call latency [145772, 145730, 145730, 145730] (ap_start to ap_done via s_axi_control), call intervals [145773, 145731, 145731]; calls do not overlap; first_output_cycles not observable (results are written back to m_axi by the store stage at the end of the call); 4 transforms checked; RTL outputs compared in bit-reversed index order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; wrap_io=False: kernel loops access m_axi directly",,512,strided_fft FFT_SIZE=512 wrap_io=False,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order","transform 0 = HP-FFT shipped test signal, transforms 1..3 = LCG(0x12345678) U[-1,1)",,4,1.453e-05,1.330e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n512_raw_pnr,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)","512-point radix-2 complex FFT (one fft kernel instance with its m_axi/s_axi adapters, out-of-context)",,,pnr_ooc,300,ok,,,,,4948,8015,20,6,0,6,0,0.665,0.0,,554,,,129,191,38,0,,,allo/reports/allo-strided_n512_raw_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,405,,,,,,,,,,,,,,,,,,,,,,"opt 12 s, phys_opt 1 s; 0 failing of 18258 endpoints; WHS 0.021 ns; routable nets 11897, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; wrap_io=False: kernel loops access m_axi directly",,512,strided_fft FFT_SIZE=512 wrap_io=False,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n512_wrap_cosim,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)",512-point radix-2 complex FFT; 6 kernel calls back-to-back (one transform per call),,,cosim,300,ok,True,,58808,,,,,,,,,,,,308,,,,,,,,,"allo/reports/allo-strided_n512_wrap_cosim,allo/validation/allo-strided_n512_wrap_cosim",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,58767.0,,,,,,,,,,,,,,,,,,,,,,,"Vitis cosim transaction report: per-call latency [58808, 58766, 58766, 58766, 58766, 58766] (ap_start to ap_done via s_axi_control), call intervals [58809, 58767, 58767, 58767, 58767]; calls do not overlap; first_output_cycles not observable (results are written back to m_axi by the store stage at the end of the call); per seed: seed 0: pass (2 transforms, max abs err 6.90e-06), seed 1: pass (2 transforms, max abs err 6.38e-06), seed 2: pass (2 transforms, max abs err 7.14e-06); RTL outputs compared in bit-reversed index order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,512,strided_fft FFT_SIZE=512 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order","numpy.random.RandomState seeds 0/1/2, re,im ~ U[-1,1) float32; 6 transforms = 2 per seed","0,1,2",6,7.142e-06,1.429e-07,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n512_wrap_cosim_lcg,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)",512-point radix-2 complex FFT; 4 kernel calls back-to-back (one transform per call),,,cosim,300,ok,True,,58808,,,,,,,,,,,,463,,,,,,,,,"allo/reports/allo-strided_n512_wrap_cosim_lcg,allo/validation/allo-strided_n512_wrap_cosim_lcg",,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,58781.0,,,,,,,,,,,,,,,,,,,,,,,"Vitis cosim transaction report: per-call latency [58808, 58766, 58766, 58766] (ap_start to ap_done via s_axi_control), call intervals [58809, 58767, 58767]; calls do not overlap; first_output_cycles not observable (results are written back to m_axi by the store stage at the end of the call); 4 transforms checked; RTL outputs compared in bit-reversed index order",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,512,strided_fft FFT_SIZE=512 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order","transform 0 = HP-FFT shipped test signal, transforms 1..3 = LCG(0x12345678) U[-1,1)",,4,1.453e-05,1.330e-07,previous_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2_fft/allo,E2,allo-strided_n512_wrap_pnr,E2,"Allo (examples/machsuite/fft/strided: radix-2 DIF, in-place, sequential)","512-point radix-2 complex FFT (one fft kernel instance with its m_axi/s_axi adapters, out-of-context)",,,pnr_ooc,300,ok,,,,,4316,7542,16,12,2,8,0,0.694,0.0,,463,,,131,194,35,0,,,allo/reports/allo-strided_n512_wrap_pnr,,"complex float32 (IEEE-754 binary32 real and imaginary parts; forward transform, unscaled)",,,409,,,,,,,,,,,,,,,,,,,,,,"opt 13 s, phys_opt 2 s; 0 failing of 16588 endpoints; WHS 0.021 ns; routable nets 11141, routing errors 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"m_axi x4, 32-bit data (float real[N], img[N], real_twid[N/2], img_twid[N/2]; real/img in-place) + s_axi_control; Allo wrap_io=True: load loops into on-chip buffers -> kernel -> store loops (1 float per beat per port)",,512,strided_fft FFT_SIZE=512 wrap_io=True,"natural-order input, bit-reversed-order output (DIF); validated against numpy.fft permuted to bit-reversed index order",,,,,,this_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3_tpu,E3,e3_block_timed2,E3,SPMW mini-TPU (gptkern_302),"gpt2-medium one block, seq 128",,,board,300,pass,True,,,,132922,116913,304,187,,,0,0.016,0.0,,,,,,,,,,,reports/e3_block_timed2_results.json,,"int8 x int8 -> int32, host requantisation (see README)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,624,0.0727,0.0723,0.3718,4.644,0.053,13.08,"yes: LN/RMSNorm, RoPE, mask, GELU/SiLU-gate, residual, requantisation on the host",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3_tpu,E3,e3_llama_dev,E3,SPMW mini-TPU (gptkern_302),"llama-7b one block, seq 128",,,board,300,pass,True,,,,132922,116913,304,187,,,0,0.016,0.0,,,,,,,,,,,reports/e3_llama_dev_results.json,,"int8 x int8 -> int32, host requantisation (see README)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4064,0.7152,0.7046,2.3815,28.851,0.0388,138.06,"yes: LN/RMSNorm, RoPE, mask, GELU/SiLU-gate, residual, requantisation on the host",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,spmw_gemm128_N4_stream_general,E4,SPMW port,"gemm M=N=K=128 int8, drivers' tiling Mt=2 Kt=8 Nt=4 (loop n,m,k), 32768 tiles, host accumulates the K partials",,,cosim,300,pass,"SPMW COSIM PASS (524288/524288 tokens, 0 errors); host reduction vs numpy: pass (0 bad elements)",50,262182,,,,,,,,,,,,146.8,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/spmw_gemm128_N4_stream_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/spmw_gemm128_N4_stream_general; run dir /scratch/hc676/e4b_spmw/wl_gemm_N4_stream,,,,,754.4,,,,feather_stream (every operand streamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=4 (examples/feather/gemm.py), one program for every tile",32768,8.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,rtl_fixed_gemm128_N4_feed_general,E4,FEATHER RTL,"gemm M=N=K=128 int8, drivers' tiling Mt=2 Kt=8 Nt=4 (loop n,m,k), 32768 tiles, host accumulates the K partials; a weight feed per tile (MODE 0)",,,rtl_sim,300,pass,32768/32768 tiles bit-exact vs the RTL-arithmetic model; host reduction vs numpy: pass (0 bad elements); signed_equals_rtl=True,81,2097169,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/rtl_fixed_gemm128_N4_feed_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/rtl_fixed_gemm128_N4_feed_general; run dir /scratch/hc676/e4b_rtl_runs/wl_gemm_N4_m0,,,,,105.2,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=4 (examples/feather/gemm.py), one program for every tile",32768,64.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,spmw_gemm128_N4_resident_general,E4,SPMW port,"gemm M=N=K=128 int8, drivers' tiling Mt=2 Kt=8 Nt=4 (loop n,m,k), 32768 tiles, host accumulates the K partials; every tile's activations through tile 0's resident weights (datapath throughput, not the workload's result)",,,cosim,300,pass,"SPMW COSIM PASS (524288/524288 tokens, 0 errors)",50,131118,,,,,,,,,,,,172.0,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/spmw_gemm128_N4_resident_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/spmw_gemm128_N4_resident_general; run dir /scratch/hc676/e4b_spmw/wl_gemm_N4_x,,,,,870.0,,,,feather_stream_x (weights and commands resident),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=4 (examples/feather/gemm.py), one program for every tile",32768,4.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,rtl_fixed_gemm128_N4_resident_general,E4,FEATHER RTL,"gemm M=N=K=128 int8, drivers' tiling Mt=2 Kt=8 Nt=4 (loop n,m,k), 32768 tiles, host accumulates the K partials; one feed, then every tile's activations through tile 0's resident weights (MODE 1; datapath throughput, not the workload's result)",,,rtl_sim,300,pass,32768/32768 tiles bit-exact vs the RTL-arithmetic model; signed_equals_rtl=True,81,131149,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/rtl_fixed_gemm128_N4_resident_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/rtl_fixed_gemm128_N4_resident_general; run dir /scratch/hc676/e4b_rtl_runs/wl_gemm_N4_m1,,,,,38.8,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x4,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=4 (examples/feather/gemm.py), one program for every tile",32768,4.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,spmw_gemm128_N8_stream_general,E4,SPMW port,"gemm M=N=K=128 int8, drivers' tiling Mt=4 Kt=16 Nt=8 (loop n,m,k), 4096 tiles, host accumulates the K partials",,,cosim,300,pass,"SPMW COSIM PASS (262144/262144 tokens, 0 errors); host reduction vs numpy: pass (0 bad elements)",132,65644,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/spmw_gemm128_N8_stream_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/spmw_gemm128_N8_stream_general; run dir /scratch/hc676/e4b_spmw/wl_gemm_N8_stream,,,,,63.8,,,,feather_stream (every operand streamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8x8,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=8 (examples/feather/gemm.py), one program for every tile",4096,16.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,rtl_fixed_gemm128_N8_feed_general,E4,FEATHER RTL,"gemm M=N=K=128 int8, drivers' tiling Mt=4 Kt=16 Nt=8 (loop n,m,k), 4096 tiles, host accumulates the K partials; a weight feed per tile (MODE 0)",,,rtl_sim,300,pass,4096/4096 tiles bit-exact vs the RTL-arithmetic model; host reduction vs numpy: pass (0 bad elements); signed_equals_rtl=True,539,2097179,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/rtl_fixed_gemm128_N8_feed_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/rtl_fixed_gemm128_N8_feed_general; run dir /scratch/hc676/e4b_rtl_runs/wl_gemm_N8_m0,,,,,345.5,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8x8,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=8 (examples/feather/gemm.py), one program for every tile",4096,512.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,spmw_gemm128_N8_resident_general,E4,SPMW port,"gemm M=N=K=128 int8, drivers' tiling Mt=4 Kt=16 Nt=8 (loop n,m,k), 4096 tiles, host accumulates the K partials; every tile's activations through tile 0's resident weights (datapath throughput, not the workload's result)",,,cosim,300,pass,"SPMW COSIM PASS (262144/262144 tokens, 0 errors)",96,32856,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/spmw_gemm128_N8_resident_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/spmw_gemm128_N8_resident_general; run dir /scratch/hc676/e4b_spmw/wl_gemm_N8_x,,,,,39.6,,,,feather_stream_x (weights and commands resident),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8x8,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=8 (examples/feather/gemm.py), one program for every tile",4096,8.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,rtl_fixed_gemm128_N8_resident_general,E4,FEATHER RTL,"gemm M=N=K=128 int8, drivers' tiling Mt=4 Kt=16 Nt=8 (loop n,m,k), 4096 tiles, host accumulates the K partials; one feed, then every tile's activations through tile 0's resident weights (MODE 1; datapath throughput, not the workload's result)",,,rtl_sim,300,pass,4096/4096 tiles bit-exact vs the RTL-arithmetic model; signed_equals_rtl=True,539,33299,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/rtl_fixed_gemm128_N8_resident_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/rtl_fixed_gemm128_N8_resident_general; run dir /scratch/hc676/e4b_rtl_runs/wl_gemm_N8_m1,,,,,20.1,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8x8,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=8 (examples/feather/gemm.py), one program for every tile",4096,8.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,spmw_gemm128_N16_stream_general,E4,SPMW port,"gemm M=N=K=128 int8, drivers' tiling Mt=8 Kt=32 Nt=16 (loop n,m,k), 512 tiles, host accumulates the K partials",,,cosim,300,pass,"SPMW COSIM PASS (131072/131072 tokens, 0 errors); host reduction vs numpy: pass (0 bad elements)",384,16720,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/spmw_gemm128_N16_stream_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/spmw_gemm128_N16_stream_general; run dir /scratch/hc676/e4b_spmw/wl_gemm_N16_stream,,,,,69.8,,,,feather_stream (every operand streamed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16x16,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=16 (examples/feather/gemm.py), one program for every tile",512,32.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4_feather,E4,rtl_fixed_gemm128_N16_feed_general,E4,FEATHER RTL,"gemm M=N=K=128 int8, drivers' tiling Mt=8 Kt=32 Nt=16 (loop n,m,k), 512 tiles, host accumulates the K partials; a weight feed per tile (MODE 0)",,,rtl_sim,300,pass,512/512 tiles bit-exact vs the RTL-arithmetic model; host reduction vs numpy: pass (0 bad elements); signed_equals_rtl=True,4141,2097197,,,,,,,,,,,,,,,,,,,,,/scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/reports/rtl_fixed_gemm128_N16_feed_general; /scratch/hc676/spmw_eval_remaining_2026-09-06/e4_feather/validation/rtl_fixed_gemm128_N16_feed_general; run dir /scratch/hc676/e4b_rtl_runs/wl_gemm_N16_m0,,,,,1194.2,,,,corrected controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16x16,"general (int8 -128..127 on the SPMW port / uint8 0..255 with zero point 0 on the RTL: the same stored bytes, seed 0)","drivers' GEMM layout program for AW=16 (examples/feather/gemm.py), one program for every tile",512,4096.0,this agent (e4b_* dirs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
